register,use_case,configuration,fault_model,successes,total_simulations,success_rate_percent
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[20],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[21],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[22],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[23],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[24],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[25],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[26],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[27],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[28],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[29],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[2],secretFunction,Baseline,multi_bitflip_reg_multi,14,2464,0.568182
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[30],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[31],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[3],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[4],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[5],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[6],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[7],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[8],secretFunction,Baseline,multi_bitflip_reg_multi,20,2464,0.811688
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[9],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_dest_addr_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,170,2464,6.899351
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_source_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/use_store_ops_ex_o,secretFunction,Baseline,multi_bitflip_reg_multi,173,2464,7.021104
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_id_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,14,2464,0.568182
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_if_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,14,2464,0.568182
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_type_q_tag,secretFunction,Baseline,multi_bitflip_reg_multi,56,4864,1.151316
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_we_q_tag,secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_offset_q_tag,secretFunction,Baseline,multi_bitflip_reg_multi,56,4864,1.151316
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_q_tag,secretFunction,Baseline,multi_bitflip_reg_multi,224,17920,1.250000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group0/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group0/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group1/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group1/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group10/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group10/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group11/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group11/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group12/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group12/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group13/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group13/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group14/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,4456,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group14/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group15/hc_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,6672,0.000000
/tb/top_i/core_region_i/RISCV_CORE/cs_registers_i/secded_encoder_csr_group15/sd_o,secretFunction,SECDED Strategy 5,single_bitflip_spatial,0,2232,0.000000
